       date symbol     name   dx  cci if1      if3      if5     if10 score
 2024-11-14 600738 丽尚国潮 0.91 0.55  -1    14.50    13.24    24.96  1.30
 2024-11-14 601162 天风证券 0.29 0.41  -1    -6.10   -16.07   -49.75  1.30
 2024-11-14 601599 浙文影业 0.47 0.23  -1    -3.12    -5.26    -7.80  1.30
 2024-11-14 603322 超讯通信 0.89 0.57  -1     5.41     6.37     6.91  1.30
 2024-11-14 603933 XD睿能科 0.52 0.43  -1    -2.09     1.51    -0.43  1.30
 2024-11-14 002066 瑞泰科技 0.87 0.59   1     0.10    -0.75     2.82  1.29
 2024-11-14 002305 南国置业 0.48 0.48  -1    -4.70    -4.44     0.79  1.29
 2024-11-14 002787 华源控股 0.79 0.66   1     0.79     0.00    -3.31  1.29
 2024-11-14 002865 钧达股份 0.38 0.33  -1    -5.07    -4.47    -5.69  1.29
 2024-11-14 002895 川恒股份 0.49 0.23  -1    -2.06    -3.61    -1.36  1.29
 2024-11-14 002932 明德生物 0.88 0.58  -1     0.20     0.23     0.30  1.29
 2024-11-14 600150 中国船舶 0.55 0.66   1     0.34    -0.23    -1.32  1.29
 2024-11-14 600169 太原重工 0.72 0.49  -1    -0.43     1.79     2.48  1.29
 2024-11-14 600773 西藏城投 0.75 0.46   1    -3.22    -6.60     6.86  1.29
 2024-11-14 601012 隆基绿能 0.71 0.50  -1     3.90     0.29    -7.36  1.29
 2024-11-14 601155 新城控股 0.39 0.32  -1    -2.39    -4.08    -4.02  1.29
 2024-11-14 601607 上海医药 0.86 0.60   1     6.06     4.31    -1.30  1.29
 2024-11-14 603017 中衡设计 0.71 0.50   1    -9.81   -18.49     3.38  1.29
 2024-11-14 603031 安孚科技 0.71 0.50   1     5.24    -1.57   -18.28  1.29
 2024-11-14 603116   红蜻蜓 1.00 0.71   1     2.42     9.69    10.33  1.29
 2024-11-14 603180 金牌家居 0.70 0.50  -1     0.37     2.85    -0.33  1.29
 2024-11-14 603379 三美股份 0.88 0.58  -1     0.35     3.57     2.14  1.29
 2024-11-14 603583 捷昌驱动 0.92 0.55  -1     8.29    10.80     8.72  1.29
 2024-11-14 603701 德宏股份 0.49 0.21  -1    -0.68    -1.50    -5.62  1.29
 2024-11-14 000426 兴业银锡 0.51 0.20  -1    -2.10    -2.75    -4.82  1.28
 2024-11-14 000860 顺鑫农业 0.75 0.47  -1    -2.93     1.07     1.40  1.28
 2024-11-14 000882 华联股份 0.45 0.26  -1    -1.96    -3.66    -4.61  1.28
 2024-11-14 000975 山金国际 0.36 0.35  -1   -40.25  -145.08  -259.22  1.28
 2024-11-14 000985 大庆华科 0.84 0.63  -1     0.14     4.58     7.48  1.28
 2024-11-14 002111 威海广泰 0.50 0.21  -1    -5.68    -7.64    -7.32  1.28
 2024-11-14 002162 悦心健康 0.63 0.58  -1    -0.05     0.62     0.74  1.28
 2024-11-14 002219   新里程 0.50 0.48  -1     0.14    -0.32    -0.76  1.28
 2024-11-14 002524 光正眼科 0.90 0.82   1     2.06     2.01     2.63  1.28
 2024-11-14 002581 未名医药 0.76 0.46  -1    -0.04     1.06     3.69  1.28
 2024-11-14 002657 中科金财 0.83 0.64   1     0.83     0.64    -0.29  1.28
 2024-11-14 002709 天赐材料 0.91 0.56   1     2.51    -2.27     7.57  1.28
 2024-11-14 600729 重庆百货 0.78 0.69  -1     2.46     3.57     4.45  1.28
 2024-11-14 600802 福建水泥 0.58 0.39  -1    -2.90    -2.27    10.31  1.28
 2024-11-14 601222 林洋能源 0.56 0.40   1  -139.33  -321.77  -611.59  1.28
 2024-11-14 601872 招商轮船 0.69 0.53   1    -0.37    -1.43     4.68  1.28
 2024-11-14 603000   人民网 0.90 0.82   1     3.81     2.98     2.23  1.28
 2024-11-14 000402 金 融 街 0.70 0.53   1    -1.78    -7.26     0.79  1.27
 2024-11-14 000516 国际医学 0.81 0.66  -1    18.40    30.45    27.06  1.27
 2024-11-14 000532 华金资本 0.88 0.59  -1     0.99     0.68     0.20  1.27
 2024-11-14 002115 三维通信 0.95 0.78   1     4.89     5.43     3.99  1.27
 2024-11-14 002311 海大集团 0.70 0.53   1     1.08    -0.26    -0.14  1.27
 2024-11-14 002315 焦点科技 0.96 0.77   1     1.11     0.73     1.29  1.27
 2024-11-14 002490   ST墨龙 0.81 0.67   1     0.96     1.53    -3.73  1.27
 2024-11-14 002921 联诚精密 0.85 0.63  -1     2.66     2.91     3.77  1.27
 2024-11-14 600055 万东医疗 0.89 0.58  -1   213.51   261.50   274.61  1.27
 2024-11-14 600104 上汽集团 0.98 0.75   1     2.16     2.05     1.95  1.27
 2024-11-14 600419 天润乳业 0.95 0.53  -1     0.89     2.03     1.50  1.27
 2024-11-14 600770 综艺股份 0.41 0.32  -1   -35.94   -52.31  -258.30  1.27
 2024-11-14 601228   广州港 0.74 0.48  -1     2.34     0.53    -4.03  1.27
 2024-11-14 603006 联明股份 0.89 0.60  -1     6.00    10.49    11.10  1.27
 2024-11-14 603657 春光科技 1.00 0.73   1    11.58    13.46    14.76  1.27
 2024-11-14 603839 安正时尚 0.42 0.31  -1    -2.77    -2.91    -0.92  1.27
 2024-11-14 000055 方大集团 0.69 0.55  -1    -3.02     0.38     1.98  1.26
 2024-11-14 000537   中绿电 0.69 0.54   1     0.88   -18.52   -71.00  1.26
 2024-11-14 000572 海马汽车 0.41 0.34  -1    -3.70    -7.08    -6.85  1.26
 2024-11-14 000852 石化机械 0.66 0.58  -1    25.55     6.53   -32.38  1.26
 2024-11-14 002541 鸿路钢构 0.89 0.60  -1    42.21    48.76    66.05  1.26
 2024-11-14 002555 三七互娱 0.67 0.58   1     0.64    -1.85    -1.23  1.26
 2024-11-14 002670 国盛金控 0.55 0.43   1   -44.37   -67.09   -71.70  1.26
 2024-11-14 002774 快意电梯 1.00 0.74   1     2.24     3.56     3.74  1.26
 2024-11-14 002877 智能自控 0.64 0.60  -1    -1.36     0.48     1.37  1.26
 2024-11-14 002919 名臣健康 0.79 0.45   1    -0.70    -4.36     2.77  1.26
 2024-11-14 002928 华夏航空 0.73 0.51  -1    -1.21     4.43     1.54  1.26
 2024-11-14 003816 中国广核 0.53 0.46   1    -2.52    -3.25    -6.43  1.26
 2024-11-14 600039 四川路桥 0.74 0.50   1    -6.87    -7.01    13.76  1.26
 2024-11-14 600114 东睦股份 0.50 0.24  -1    -2.07    -2.19    -3.62  1.26
 2024-11-14 600343 航天动力 0.34 0.40  -1    -2.36    -2.15    -4.73  1.26
 2024-11-14 600355 精伦电子 0.39 0.35  -1    -2.24    -5.89    -6.13  1.26
 2024-11-14 600621 华鑫股份 0.67 0.56   1     0.00    -0.49    -1.24  1.26
 2024-11-14 600640 国脉文化 0.88 0.61   1     0.57     0.33    -2.69  1.26
 2024-11-14 600734 实达集团 0.53 0.46   1    -3.81    -4.01   -11.82  1.26
 2024-11-14 600804  *ST鹏博 0.96 0.78   1     3.12     3.91     4.01  1.26
 2024-11-14 603045 福达合金 0.72 0.52   1     0.12    -2.35    -8.00  1.26
 2024-11-14 603090 宏盛股份 1.00 0.74   1    70.31    73.73    74.41  1.26
 2024-11-14 603863 松炀资源 0.25 0.49  -1    -1.23    -1.64    -3.51  1.26
 2024-11-14 603917 合力科技 1.00 0.74   1     1.24     1.90     2.15  1.26
 2024-11-14 603966 法兰泰克 0.48 0.26  -1    -5.14    -8.62   -29.81  1.26
 2024-11-14 000068 华控赛格 0.38 0.37  -1    -1.67    -4.33   -15.36  1.25
 2024-11-14 000789   万年青 0.74 0.51  -1     1.59     1.91    -0.21  1.25
 2024-11-14 000820 神雾节能 0.42 0.33  -1    -2.37    -3.15    -8.89  1.25
 2024-11-14 000833 粤桂股份 1.00 0.75   1     2.53     3.53     3.35  1.25
 2024-11-14 000869 张  裕Ａ 0.65 0.60  -1   -16.50     5.33    14.92  1.25
 2024-11-14 002202 金风科技 0.38 0.37  -1   -26.21   -40.48    -8.99  1.25
 2024-11-14 002237 恒邦股份 0.67 0.34  -1    -4.92     2.00    -0.23  1.25
 2024-11-14 002366 融发核电 0.51 0.24  -1    -3.40    -6.21   -23.55  1.25
 2024-11-14 002402   和而泰 1.00 0.75   1     2.35     2.60     2.46  1.25
 2024-11-14 002423 中粮资本 0.45 0.30  -1    -8.16   -13.99   -69.59  1.25
 2024-11-14 002719   麦趣尔 0.69 0.56  -1    -4.43     1.22     9.42  1.25
 2024-11-14 600029 南方航空 0.77 0.48   1     1.44   -10.44   -49.37  1.25
 2024-11-14 600094   大名城 0.47 0.28  -1    -1.08    -2.03    -4.59  1.25
 2024-11-14 600130 波导股份 0.42 0.34  -1    -5.02   -19.46   -25.62  1.25
 2024-11-14 600217 中再资环 0.65 0.35   1   -18.87   -26.91   -23.84  1.25
 2024-11-14 600307 酒钢宏兴 0.42 0.34  -1    -4.68    -4.51   -15.91  1.25
 2024-11-14 600348 华阳股份 0.68 0.58   1    -3.72     8.88   -10.21  1.25
 2024-11-14 600387  *ST海越 0.69 0.56  -1     0.38     0.38    -1.93  1.25
 2024-11-14 600587 新华医疗 0.65 0.60  -1     0.42    -1.14     3.54  1.25
 2024-11-14 601138 工业富联 0.65 0.60   1    -0.44     2.08    -0.90  1.25
 2024-11-14 601579   会稽山 0.70 0.55   1    -3.37    -2.19     0.13  1.25
 2024-11-14 601777 力帆科技 0.41 0.34  -1    -2.57    -2.13    -2.22  1.25
 2024-11-14 603810 丰山集团 0.98 0.77   1     0.91     1.08     0.93  1.25
 2024-11-14 000019 深粮控股 0.56 0.46  -1     0.52   -14.52    -6.18  1.24
 2024-11-14 000049 德赛电池 0.60 0.66  -1     5.55     6.07    -1.36  1.24
 2024-11-14 000065 北方国际 0.79 0.47   1   -46.48    -1.03   106.19  1.24
 2024-11-14 000571  新大洲A 0.46 0.31  -1    -3.50    -4.44   -16.23  1.24
 2024-11-14 000759 中百集团 0.58 0.43  -1   -18.59    20.50    -7.15  1.24
 2024-11-14 002103 广博股份 0.74 0.52   1     1.71    -2.50    -1.71  1.24
 2024-11-14 002320 海峡股份 0.75 0.51  -1    -0.41    13.13    12.45  1.24
 2024-11-14 002583   海能达 0.64 0.37  -1     0.33    -9.29   -48.87  1.24
 2024-11-14 002701   奥瑞金 0.90 0.62   1     0.26    -0.33     2.93  1.24
 2024-11-14 002789 建艺集团 0.62 0.39  -1    -7.15    -3.53     2.75  1.24
 2024-11-14 002840 华统股份 0.81 0.69  -1     2.93     2.40     0.61  1.24
 2024-11-14 600185 格力地产 0.76 0.50   1     0.58    -1.43    -9.63  1.24
 2024-11-14 600608   ST沪科 1.00 0.76   1     0.85     0.90     0.03  1.24
 2024-11-14 600776 东方通信 0.76 0.50   1     0.58    -0.18   -13.89  1.24
 2024-11-14 601600 中国铝业 0.40 0.36  -1   -16.73   -16.94    -5.51  1.24
 2024-11-14 603876 鼎胜新材 0.70 0.55   1     1.91    -2.30    -2.08  1.24
 2024-11-14 000417 合百集团 0.70 0.57   1     3.88   -42.85   -78.38  1.23
 2024-11-14 000790 华神科技 0.63 0.39   1   -49.77   -54.72  -139.23  1.23
 2024-11-14 000801 四川九洲 0.63 0.40  -1    -3.64     0.76    -9.54  1.23
 2024-11-14 000952 广济药业 0.77 0.50   1     4.23   -60.93   -96.25  1.23
 2024-11-14 002216 三全食品 0.75 0.51  -1    -1.86    12.57    10.38  1.23
 2024-11-14 002221 东华能源 0.81 0.71  -1     2.59     2.08     0.73  1.23
 2024-11-14 002226 江南化工 0.93 0.60  -1     3.73     2.77     6.71  1.23
 2024-11-14 002629 仁智股份 0.97 0.55  -1     1.78     1.11     4.79  1.23
 2024-11-14 002640   跨境通 0.58 0.44   1    -2.33    -6.04    -7.66  1.23
 2024-11-14 002933 新兴装备 0.70 0.31  -1    -2.75    -1.30     7.74  1.23
 2024-11-14 600269 赣粤高速 0.74 0.52  -1     1.41    -3.96     1.39  1.23
 2024-11-14 600316 洪都航空 0.49 0.28  -1    -1.48    -1.69    -1.36  1.23
 2024-11-14 600595 中孚实业 0.57 0.45   1    -8.38    -5.91    -8.11  1.23
 2024-11-14 601009 南京银行 0.60 0.67   1     0.42    -2.01    -0.59  1.23
 2024-11-14 601878 浙商证券 0.39 0.38  -1    -4.16    -7.31    -8.21  1.23
 2024-11-14 601886 江河集团 0.72 0.55   1     0.34    -1.51    -3.12  1.23
 2024-11-14 603517 绝味食品 0.75 0.52  -1    -0.24     3.59    12.20  1.23
 2024-11-14 603611 诺力股份 0.56 0.46  -1    -4.59    -7.71     0.63  1.23
 2024-11-14 603679 华体科技 0.62 0.40   1   -16.56   -86.94   -63.01  1.23
 2024-11-14 603755 日辰股份 0.70 0.32   1    -2.51   -33.48  -106.71  1.23
 2024-11-14 603955 大千生态 1.00 0.77   1     4.69     5.15     5.09  1.23
 2024-11-14 000407 胜利股份 0.55 0.48  -1     0.04    -1.07    -0.09  1.22
 2024-11-14 000755 山西高速 0.70 0.34  -1    -0.44    -0.50     1.50  1.22
 2024-11-14 002199 东晶电子 0.77 0.51  -1    -2.76     6.26     6.62  1.22
 2024-11-14 002275 桂林三金 0.59 0.44  -1    -1.66    -1.33     2.15  1.22
 2024-11-14 002290 禾盛新材 0.99 0.80   1     0.35     2.12     1.17  1.22
 2024-11-14 002674 兴业科技 0.68 0.60  -1    -2.34     0.36     7.23  1.22
 2024-11-14 002713 东易日盛 0.43 0.35  -1    -2.04    -7.59    -9.96  1.22
 2024-11-14 002866 传艺科技 0.84 0.68   1     1.01     0.66    -0.30  1.22
 2024-11-14 002883 中设股份 0.73 0.55   1     0.79    -0.31    -3.06  1.22
 2024-11-14 002961 瑞达期货 0.61 0.42  -1    -2.05    -6.87     2.29  1.22
 2024-11-14 600358 国旅联合 0.59 0.19  -1    -1.81    -2.13    -6.62  1.22
 2024-11-14 600420 国药现代 0.85 0.69   1     1.19     0.86    -0.58  1.22
 2024-11-14 600455 博通股份 0.63 0.15  -1    -5.08    -7.52   -14.13  1.22
 2024-11-14 600579   克劳斯 0.44 0.34  -1    -0.90    -1.68    -6.97  1.22
 2024-11-14 600661 昂立教育 0.54 0.24  -1    -0.85    -2.05    -2.76  1.22
 2024-11-14 600704 物产中大 0.90 0.63  -1     1.81     1.04     2.07  1.22
 2024-11-14 600732 爱旭股份 0.90 0.63  -1     4.80     8.80    19.11  1.22
 2024-11-14 600958 东方证券 0.34 0.44  -1    -9.30   -16.52    -8.40  1.22
 2024-11-14 601021 春秋航空 0.65 0.38   1   -14.07   -13.88   -35.72  1.22
 2024-11-14 601226 华电科工 0.76 0.52   1    -0.49     1.11    -6.93  1.22
 2024-11-14 603056 德邦股份 0.36 0.42  -1    -6.73    -6.16   -25.05  1.22
 2024-11-14 603161 科华控股 1.00 0.78   1     0.93     0.67     0.74  1.22
 2024-11-14 000025 特  力Ａ 0.72 0.31  -1     0.20    -1.98    -7.14  1.21
 2024-11-14 000545 金浦钛业 0.52 0.52  -1    -1.94    -2.47     1.52  1.21
 2024-11-14 000617 中油资本 0.52 0.27  -1    -8.00   -14.48    -6.85  1.21
 2024-11-14 000626 远大控股 0.41 0.37  -1    -9.82   -23.75   -97.86  1.21
 2024-11-14 000799   酒鬼酒 0.87 0.67   1    -0.05     2.13     1.56  1.21
 2024-11-14 000901 航天科技 0.59 0.45   1    -6.65   -10.11   -27.80  1.21
 2024-11-14 000932 华菱钢铁 0.72 0.57   1    -9.60    -5.66    20.28  1.21
 2024-11-14 000937 冀中能源 0.53 0.51  -1   -41.98     0.28   -49.70  1.21
 2024-11-14 000989   ST九芝 1.00 0.79   1     0.86     1.98     3.26  1.21
 2024-11-14 002403   爱仕达 0.53 0.26  -1    -3.81    -5.22    -2.09  1.21
 2024-11-14 002558 巨人网络 0.74 0.54   1     0.04    -1.05    -1.22  1.21
 2024-11-14 002801 微光股份 0.84 0.69   1     1.29     0.08    -0.57  1.21
 2024-11-14 002906 华阳集团 0.76 0.53  -1   648.26  2939.44 -2405.19  1.21
 2024-11-14 600117 西宁特钢 0.53 0.27  -1    -1.68    -2.65   -16.20  1.21
 2024-11-14 600246 万通发展 0.37 0.43  -1    -0.21    -0.50    -7.47  1.21
 2024-11-14 600268 国电南自 0.62 0.42   1   -22.93   -42.09  -106.89  1.21
 2024-11-14 601958 金钼股份 0.53 0.51  -1    -5.29    -3.69     5.22  1.21
 2024-11-14 603186 华正新材 1.00 0.79   1     1.28     0.63     2.13  1.21
 2024-11-14 603356 华菱精工 0.58 0.47  -1     0.09    -3.93    -9.28  1.21
 2024-11-14 603590 康辰药业 0.69 0.60  -1    -0.03     0.93     1.39  1.21
 2024-11-14 603887 城地香江 0.49 0.30  -1    -1.60    -0.30   -22.41  1.21
 2024-11-14 000692 惠天热电 0.75 0.55  -1    -0.92     1.53     7.88  1.20
 2024-11-14 000862 银星能源 0.77 0.53   1   -13.17    -9.20    16.29  1.20
 2024-11-14 002028 思源电气 0.63 0.42   1   -29.63   -34.67   -44.82  1.20
 2024-11-14 002073 软控股份 0.83 0.72  -1     3.46     5.29     5.31  1.20
 2024-11-14 002137   实益达 0.56 0.49   1    -3.12    -3.58    -3.67  1.20
 2024-11-14 002193 如意集团 0.37 0.43  -1    -1.05    -8.27   -12.18  1.20
 2024-11-14 002326 永太科技 0.76 0.55   1     3.94   -11.46   -17.68  1.20
 2024-11-14 002386 天原股份 0.75 0.55   1    -0.12     0.22    -1.55  1.20
 2024-11-14 002420 毅昌科技 0.49 0.30  -1    -4.31    -1.82    -8.26  1.20
 2024-11-14 002426 胜利精密 0.44 0.36  -1   -10.05   -25.81   -22.82  1.20
 2024-11-14 002591 恒大高新 0.78 0.76   1     0.39     0.10    -1.49  1.20
 2024-11-14 002600 领益智造 0.69 0.62   1     0.96    -0.48    -3.35  1.20
 2024-11-14 002690 美亚光电 0.75 0.55  -1     0.11     0.23    -0.55  1.20
 2024-11-14 002835 同为股份 0.84 0.71   1    17.45    13.06   -12.15  1.20
 2024-11-14 600416 湘电股份 0.81 0.49   1    -2.09    -3.71     3.28  1.20
 2024-11-14 600421 华嵘控股 0.90 0.65   1     2.07     1.19    -0.17  1.20
 2024-11-14 600601 方正科技 0.55 0.25  -1    -2.45    -3.15    -5.54  1.20
 2024-11-14 600822 上海物贸 1.00 0.80   1     0.35     0.53     0.50  1.20
 2024-11-14 600888 新疆众和 0.70 0.60  -1     4.00     6.06    -1.58  1.20
 2024-11-14 601881 中国银河 0.56 0.50   1   -32.66   -32.71   -33.13  1.20
 2024-11-14 603188 亚邦股份 0.41 0.40  -1    -3.68    -4.48   -15.77  1.20
 2024-11-14 603311 金海高科 1.00 0.80   1     3.08     2.83     2.40  1.20
 2024-11-14 603360 百傲化学 0.69 0.36   1   -30.74   -31.91   -26.74  1.20
 2024-11-14 603725 天安新材 0.65 0.65   1    -2.62     2.74    -1.86  1.20
 2024-11-14 603815 交建股份 0.62 0.43  -1    -0.10    -2.05     3.10  1.20
 2024-11-14 603987   康德莱 0.78 0.52   1    -0.07    -1.03     2.43  1.20
 2024-11-14 000668 荣丰控股 0.70 0.61   1    -0.72   -23.74    13.35  1.19
 2024-11-14 000677 恒天海龙 0.46 0.35  -1    -1.35    -6.82   -39.32  1.19
 2024-11-14 000735 罗 牛 山 0.57 0.49  -1    -0.55    -2.00     1.32  1.19
 2024-11-14 000935 四川双马 0.54 0.27  -1    -1.87    -5.47   -13.00  1.19
 2024-11-14 002034 旺能环境 0.62 0.44  -1    -0.19    -1.17     0.42  1.19
 2024-11-14 002114 罗平锌电 0.50 0.55   1    -0.99    -2.17    -4.20  1.19
 2024-11-14 002167 东方锆业 0.82 0.50   1     0.69    -2.74    -0.90  1.19
 2024-11-14 002178 延华智能 0.47 0.33  -1    -8.24   -12.49   -11.90  1.19
 2024-11-14 002248 华东数控 0.50 0.31  -1    -5.71    -1.64    -2.45  1.19
 2024-11-14 002562 兄弟科技 0.46 0.35  -1    -2.03    -3.33    -6.05  1.19
 2024-11-14 002568 百润股份 0.86 0.45   1    -0.52    -1.31     4.37  1.19
 2024-11-14 002631 德尔未来 0.49 0.32  -1    -6.50    -7.07   -14.17  1.19
 2024-11-14 002723 小崧股份 0.95 0.86   1     1.21     1.85     1.43  1.19
 2024-11-14 002822   ST中装 0.93 0.63   1     1.15    -0.48     0.44  1.19
 2024-11-14 002832 比音勒芬 0.46 0.36  -1    -0.85    -2.42   -17.40  1.19
 2024-11-14 600197   伊力特 0.77 0.54  -1    -2.93     2.27     0.52  1.19
 2024-11-14 600439   瑞贝卡 0.51 0.31  -1    -7.51    -6.68   -29.06  1.19
 2024-11-14 600545 卓郎智能 0.60 0.46   1  -243.50  -285.24  -522.97  1.19
 2024-11-14 600581 八一钢铁 0.63 0.43   1    -5.76    -6.95   -10.38  1.19
 2024-11-14 600801 华新水泥 0.68 0.38  -1   -10.02     5.29    -3.25  1.19
 2024-11-14 600959 江苏有线 0.76 0.54  -1    -1.11     1.84     1.75  1.19
 2024-11-14 601238 广汽集团 0.85 0.71  -1     6.42     6.71     6.92  1.19
 2024-11-14 603066 音飞储存 0.68 0.38   1    -9.95    -7.66   -20.76  1.19
 2024-11-14 603378 亚士创能 0.69 0.87  -1     4.99     3.37     1.17  1.19
 2024-11-14 603507 振江股份 0.71 0.35   1   -43.87  -274.34  -395.82  1.19
 2024-11-14 603678 火炬电子 0.71 0.35  -1    -3.12    -3.09     9.82  1.19
 2024-11-14 000521 长虹美菱 0.37 0.44  -1    -3.04    -1.97    -3.19  1.18
 2024-11-14 000761 本钢板材 0.52 0.30  -1   -30.00   -53.93   -97.76  1.18
 2024-11-14 000948 南天信息 0.49 0.33  -1    -1.01    -1.63   -13.79  1.18
 2024-11-14 002110 三钢闽光 0.74 0.57   1    -4.41     1.53    -0.38  1.18
 2024-11-14 002321 华英农业 0.37 0.45  -1    -2.13    -3.86    -5.99  1.18
 2024-11-14 002322 理工能科 0.53 0.54  -1     1.95   -41.59   -85.55  1.18
 2024-11-14 002371 北方华创 0.99 0.58  -1     1.24     4.60     7.58  1.18
 2024-11-14 002375 亚厦股份 0.77 0.55   1    -0.20    -1.20     0.02  1.18
 2024-11-14 002429 兆驰股份 0.70 0.61  -1     0.04     3.34    -2.43  1.18
 2024-11-14 002469 三维化学 1.00 0.82   1     0.77     0.76     0.76  1.18
 2024-11-14 002556 辉隆股份 1.00 0.57   1     0.15    -0.02     2.31  1.18
 2024-11-14 002644 佛慈制药 0.90 0.68  -1     1.28     3.30     5.52  1.18
 2024-11-14 600133 东湖高新 0.50 0.31  -1   -10.45   -21.61   -31.11  1.18
 2024-11-14 600184 光电股份 0.44 0.38  -1    -1.68    -2.73    -3.94  1.18
 2024-11-14 600322 津投城开 0.42 0.39  -1    -4.84    -7.85    -8.90  1.18
 2024-11-14 600446 金证股份 0.80 0.52  -1    -1.03     2.40     5.06  1.18
 2024-11-14 600509 天富能源 0.44 0.38  -1    -0.52    -0.87    -3.76  1.18
 2024-11-14 600754 锦江酒店 0.48 0.34  -1    -0.81    -1.20    -5.27  1.18
 2024-11-14 600834 申通地铁 0.95 0.62   1   -32.49    22.41    39.47  1.18
 2024-11-14 600837 海通证券 0.65 0.17  -1    -5.54    -5.84   -13.93  1.18
 2024-11-14 600880 博瑞传播 0.55 0.51  -1     1.78    -5.65    -2.61  1.18
 2024-11-14 603085 天成自控 0.59 0.48   1    -1.31    -3.01    -5.70  1.18
 2024-11-14 000063 中兴通讯 0.88 0.69  -1    14.57    38.65    13.20  1.17
 2024-11-14 000615   ST美谷 0.95 0.63   1     1.81     2.12    -0.06  1.17
 2024-11-14 002535 林州重机 0.41 0.42  -1    -4.82    -6.45   -10.59  1.17
 2024-11-14 002797 第一创业 0.54 0.28  -1    -2.73   -12.34   -22.95  1.17
 2024-11-14 002806 华锋股份 0.73 0.60   1    -0.46    -1.79     3.82  1.17
 2024-11-14 002837   英维克 0.91 0.67   1     3.66     4.86    -3.04  1.17
 2024-11-14 002846 英联股份 0.86 0.71  -1     6.38     6.83     5.26  1.17
 2024-11-14 002952 亚世光电 0.69 0.40   1    -2.88    -2.54    -7.66  1.17
 2024-11-14 600231 凌钢股份 0.53 0.30  -1    -4.21    -5.98    -4.26  1.17
 2024-11-14 600329   达仁堂 0.63 0.45  -1    -4.92     4.13   -41.35  1.17
 2024-11-14 600426 华鲁恒升 0.43 0.40  -1    -1.70    -4.48    -3.80  1.17
 2024-11-14 600658   电子城 0.55 0.28  -1    -8.14    -7.11   -53.02  1.17
 2024-11-14 600730 中国高科 0.99 0.59   1    -1.33     1.04     0.74  1.17
 2024-11-14 600763 通策医疗 0.58 0.50  -1    -2.57     1.07    -0.20  1.17
 2024-11-14 600860 京城股份 0.57 0.51  -1    -6.77    -9.80     9.28  1.17
 2024-11-14 600887 伊利股份 0.82 0.51  -1    -2.22     0.59     1.18  1.17
 2024-11-14 601163 三角轮胎 0.75 0.58  -1     2.87     4.41    -8.37  1.17
 2024-11-14 603535 嘉诚国际 0.96 0.86   1     1.10     0.86     1.03  1.17
 2024-11-14 603606 东方电缆 0.58 0.25  -1    -2.07    -3.91    -3.29  1.17
 2024-11-14 603615 茶花股份 0.72 0.61   1     0.56    -1.53    -3.99  1.17
 2024-11-14 603809 豪能股份 0.64 0.45   1    -0.74    -1.89    -7.87  1.17
 2024-11-14 603882 金域医学 0.38 0.45  -1    -0.03    -1.14    -8.82  1.17
 2024-11-14 002533 金杯电工 0.59 0.50  -1    -0.94     2.33    -0.68  1.16
 2024-11-14 002642 荣联科技 0.51 0.33  -1    -4.22    -5.10    -9.20  1.16
 2024-11-14 002648 卫星化学 0.56 0.29  -1    -4.54   -11.77   -13.92  1.16
 2024-11-14 002660 茂硕电源 0.70 0.63  -1     0.45     0.69    -0.56  1.16
 2024-11-14 002696 百洋股份 0.93 0.66   1     4.31     1.42    -2.48  1.16
 2024-11-14 600187 国中水务 0.42 0.42  -1    -2.54    -2.21   -17.01  1.16
 2024-11-14 600287   ST舜天 0.72 0.61  -1     0.47     0.76    -7.67  1.16
 2024-11-14 600693 东百集团 0.63 0.46   1   -44.27  -110.95  -137.84  1.16
 2024-11-14 601595 上海电影 0.87 0.73   1     2.06     0.89    -1.46  1.16
 2024-11-14 601608 中信重工 0.82 0.51  -1   -16.05    29.61    35.91  1.16
 2024-11-14 603669 灵康药业 0.82 0.52  -1    -0.32     0.45     0.75  1.16
 2024-11-14 603787 新日股份 0.58 0.51  -1    -0.94     2.17    -2.66  1.16
 2024-11-14 000028 国药一致 0.86 0.74  -1     1.74     1.21     1.25  1.15
 2024-11-14 000628 高新发展 0.55 0.31  -1    -4.42    -3.91   -12.24  1.15
 2024-11-14 000652 泰达股份 0.49 0.36  -1    -2.44    -3.20    -5.01  1.15
 2024-11-14 002039 黔源电力 0.62 0.23  -1   -11.14   -23.43   -29.20  1.15
 2024-11-14 002088 鲁阳节能 0.82 0.53  -1     3.78     0.50    -0.30  1.15
 2024-11-14 002170 芭田股份 0.70 0.15  -1    -3.12    -1.27    -6.09  1.15
 2024-11-14 002207 准油股份 0.51 0.35  -1    -2.47    -4.21    -2.72  1.15
 2024-11-14 002264 新 华 都 0.96 0.64  -1     2.63     0.82     0.69  1.15
 2024-11-14 002357 富临运业 0.93 0.66  -1    19.29    29.42    46.85  1.15
 2024-11-14 002577 雷柏科技 0.63 0.47   1    -4.65    -4.28   -11.11  1.15
 2024-11-14 002689 远大智能 0.60 0.25  -1    -9.24   -32.16    -7.73  1.15
 2024-11-14 002757 南兴股份 0.57 0.28  -1    -1.71    -5.02   -12.58  1.15
 2024-11-14 002772 众兴菌业 0.44 0.41  -1    -0.91    -2.36    -4.21  1.15
 2024-11-14 002782   可立克 0.69 0.40  -1    -9.17   -14.30     1.62  1.15
 2024-11-14 600075 新疆天业 0.68 0.43  -1    -2.88   -11.10     7.50  1.15
