index,symbol,name,weight
000985,000155,川能动力,2.2107442168941096e-4
000985,000156,华数传媒,1.507325602427802e-4
000985,000157,中联重科,7.134674518158263e-4
000985,000158,常山北明,5.627348915730461e-4
000985,000159,国际实业,4.0195349398074726e-5
000985,000166,申万宏源,9.646883855537933e-4
000985,000301,东方盛虹,5.124907048254527e-4
000985,000333,美的集团,0.007094479168760188
000985,000338,潍柴动力,0.001607813975922989
000985,000400,许继电气,3.215627951845978e-4
000985,000401,冀东水泥,1.0048837349518681e-4
000985,000402,金 融 街,9.043953614566812e-5
000985,000403,派林生物,2.3112325903892967e-4
000985,000404,长虹华意,7.034186144663077e-5
000985,000407,胜利股份,4.0195349398074726e-5
000985,000408,藏格矿业,8.240046626605318e-4
000985,000409,云鼎科技,1.0048837349518681e-4
000985,000410,沈阳机床,1.708302349418176e-4
000985,000411,英特集团,4.0195349398074726e-5
000985,000415,渤海租赁,3.014651204855604e-4
000985,000417,合百集团,7.034186144663077e-5
000985,000419,通程控股,4.0195349398074726e-5
000985,000420,吉林化纤,1.708302349418176e-4
000985,000421,南京公用,4.0195349398074726e-5
000985,000422,湖北宜化,2.4117209638844833e-4
000985,000423,东阿阿胶,4.6224651807785935e-4
000985,000425,徐工机械,0.001537472114476358
000985,000426,兴业银锡,5.225395421749713e-4
000985,000428,华天酒店,4.0195349398074726e-5
000985,000429,粤高速A,1.2058604819422417e-4
000985,000498,山东路桥,7.034186144663077e-5
000985,000501,武商集团,1.0048837349518681e-4
000985,000503,国新健康,1.607813975922989e-4
000985,000505,京粮控股,4.0195349398074726e-5
000985,000507,珠海港,7.034186144663077e-5
000985,000509,华塑控股,4.0195349398074726e-5
000985,000510,新金路,7.034186144663077e-5
000985,000513,丽珠集团,2.9141628313604176e-4
000985,000514,渝开发,4.0195349398074726e-5
000985,000516,国际医学,1.607813975922989e-4
000985,000517,荣安地产,4.0195349398074726e-5
000985,000519,中兵红箭,3.5170930723315387e-4
000985,000520,凤凰航运,7.034186144663077e-5
000985,000521,长虹美菱,1.1053721084470548e-4
000985,000523,红棉股份,6.029302409711208e-5
000985,000524,岭南控股,5.0244186747593404e-5
000985,000526,学大教育,8.039069879614945e-5
000985,000528,柳工,3.416604698836352e-4
000985,000529,广弘控股,4.0195349398074726e-5
000985,000530,冰山冷热,6.029302409711208e-5
000985,000531,穗恒运A,7.034186144663077e-5
000985,000532,华金资本,6.029302409711208e-5
000985,000533,顺钠股份,7.034186144663077e-5
000985,000534,万泽股份,1.2058604819422417e-4
000985,000536,华映科技,1.8087907229133625e-4
000985,000537,中绿电,1.4068372289326154e-4
000985,000538,云南白药,0.001004883734951868
000985,000539,粤电力A,8.039069879614945e-5
000985,000541,佛山照明,1.0048837349518681e-4
000985,000543,皖能电力,1.607813975922989e-4
000985,000544,中原环保,5.0244186747593404e-5
000985,000545,金浦钛业,5.0244186747593404e-5
000985,000546,金圆股份,4.0195349398074726e-5
000985,000547,航天发展,2.2107442168941096e-4
000985,000548,湖南投资,4.0195349398074726e-5
000985,000550,江铃汽车,8.039069879614945e-5
000985,000551,创元科技,8.039069879614945e-5
000985,000552,甘肃能化,1.0048837349518681e-4
000985,000553,安道麦A,6.029302409711208e-5
000985,000554,泰山石油,5.0244186747593404e-5
000985,000555,神州信息,1.708302349418176e-4
000985,000557,西部创业,9.043953614566812e-5
000985,000558,天府文旅,1.1053721084470548e-4
000985,000559,万向钱潮,2.110255843398923e-4
000985,000560,我爱我家,1.0048837349518681e-4
000985,000561,烽火电子,9.043953614566812e-5
000985,000563,陕国投A,2.2107442168941096e-4
000985,000564,供销大集,5.02441867475934e-4
000985,000565,渝三峡A,4.0195349398074726e-5
000985,000566,海南海药,9.043953614566812e-5
000985,000567,海德股份,7.034186144663077e-5
000985,000568,泸州老窖,0.0019796209578551802
000985,000570,苏常柴A,4.0195349398074726e-5
000985,000571,新大洲A,5.0244186747593404e-5
000985,000572,海马汽车,1.0048837349518681e-4
000985,000573,粤宏远A,4.0195349398074726e-5
000985,000576,甘化科工,7.034186144663077e-5
000985,000581,威孚高科,2.51220933737967e-4
000985,000582,北部湾港,1.507325602427802e-4
000985,000586,汇源通信,3.014651204855604e-5
000985,000589,贵州轮胎,1.1053721084470548e-4
000985,000590,启迪药业,3.014651204855604e-5
000985,000591,太阳能,2.51220933737967e-4
000985,000592,平潭发展,1.3063488554374282e-4
000985,000593,德龙汇能,3.014651204855604e-5
000985,000596,古井贡酒,5.526860542235275e-4
000985,000597,东北制药,8.039069879614945e-5
000985,000598,兴蓉环境,2.0097674699037362e-4
000985,000599,青岛双星,5.0244186747593404e-5
000985,000600,建投能源,1.0048837349518681e-4
000985,000601,韶能股份,8.039069879614945e-5
000985,000603,盛达资源,1.4068372289326154e-4
000985,000605,渤海股份,3.014651204855604e-5
000985,000607,华媒控股,4.0195349398074726e-5
000985,000610,西安旅游,4.0195349398074726e-5
000985,000612,焦作万方,1.708302349418176e-4
000985,000617,中油资本,6.230279156701583e-4
000985,000619,海螺新材,3.014651204855604e-5
000985,000620,盈新发展,7.034186144663077e-5
000985,000623,吉林敖东,3.818558192817098e-4
000985,000625,长安汽车,0.001225958156641279
000985,000626,远大控股,3.014651204855604e-5
000985,000628,高新发展,2.0097674699037362e-4
000985,000629,钒钛股份,2.51220933737967e-4
000985,000630,铜陵有色,6.732721024177516e-4
000985,000631,顺发恒业,6.029302409711208e-5
000985,000632,三木集团,3.014651204855604e-5
000985,000633,合金投资,4.0195349398074726e-5
000985,000635,英 力 特,3.014651204855604e-5
000985,000636,风华高科,2.4117209638844833e-4
000985,000637,茂化实华,3.014651204855604e-5
000985,000639,西王食品,5.0244186747593404e-5
000985,000650,仁和药业,1.4068372289326154e-4
000985,000651,格力电器,0.003738167494020949
000985,000652,泰达股份,9.043953614566812e-5
000985,000655,金岭矿业,5.0244186747593404e-5
000985,000657,中钨高新,3.718069819321912e-4
000985,000659,珠海中富,7.034186144663077e-5
000985,000661,长春高新,6.632232650682329e-4
000985,000663,永安林业,3.014651204855604e-5
000985,000665,湖北广电,8.039069879614945e-5
000985,000670,盈方微,1.2058604819422417e-4
000985,000672,上峰水泥,8.039069879614945e-5
000985,000676,智度股份,2.3112325903892967e-4
000985,000677,恒天海龙,6.029302409711208e-5
000985,000678,襄阳轴承,8.039069879614945e-5
000985,000679,大连友谊,5.0244186747593404e-5
000985,000680,山推股份,1.708302349418176e-4
000985,000681,视觉中国,2.110255843398923e-4
000985,000682,东方电子,1.8087907229133625e-4
000985,000683,博源化工,3.416604698836352e-4
000985,000685,中山公用,1.507325602427802e-4
000985,000686,东北证券,2.4117209638844833e-4
000985,000688,国城矿业,9.043953614566812e-5
000985,000690,宝新能源,2.0097674699037362e-4
000985,000692,惠天热电,3.014651204855604e-5
000985,000695,滨海能源,4.0195349398074726e-5
000985,000698,沈阳化工,4.0195349398074726e-5
000985,000700,模塑科技,1.2058604819422417e-4
000985,000701,厦门信达,5.0244186747593404e-5
000985,000702,正虹科技,3.014651204855604e-5
000985,000703,恒逸石化,2.8136744578652307e-4
000985,000705,浙江震元,5.0244186747593404e-5
000985,000707,双环科技,4.0195349398074726e-5
000985,000708,中信特钢,2.6126977108748565e-4
000985,000709,河钢股份,2.0097674699037362e-4
000985,000710,贝瑞基因,7.034186144663077e-5
000985,000712,锦龙股份,1.607813975922989e-4
000985,000713,国投丰乐,7.034186144663077e-5
000985,000715,中兴商业,3.014651204855604e-5
000985,000716,黑芝麻,6.029302409711208e-5
000985,000717,中南股份,7.034186144663077e-5
000985,000718,苏宁环球,7.034186144663077e-5
000985,000719,中原传媒,8.039069879614945e-5
000985,000720,新能泰山,5.0244186747593404e-5
000985,000721,西安饮食,7.034186144663077e-5
000985,000722,湖南发展,6.029302409711208e-5
000985,000723,美锦能源,2.9141628313604176e-4
000985,000725,京东方A,0.00304479771690416
000985,000726,鲁  泰A,6.029302409711208e-5
000985,000727,冠捷科技,1.4068372289326154e-4
000985,000728,国元证券,4.72295355427378e-4
000985,000729,燕京啤酒,3.5170930723315387e-4
000985,000731,四川美丰,8.039069879614945e-5
000985,000733,振华科技,3.818558192817098e-4
000985,000735,罗牛山,1.1053721084470548e-4
000985,000737,北方铜业,2.4117209638844833e-4
000985,000738,航发控制,3.215627951845978e-4
000985,000739,普洛药业,1.8087907229133625e-4
000985,000750,国海证券,4.0195349398074724e-4
000985,000751,锌业股份,8.039069879614945e-5
000985,000753,漳州发展,1.0048837349518681e-4
000985,000755,山西高速,4.0195349398074726e-5
000985,000756,新华制药,9.043953614566812e-5
000985,000757,浩物股份,4.0195349398074726e-5
000985,000758,中色股份,1.909279096408549e-4
000985,000759,中百集团,7.034186144663077e-5
000985,000761,本钢板材,5.0244186747593404e-5
000985,000762,西藏矿业,1.8087907229133625e-4
000985,000766,通化金马,4.521976807283406e-4
000985,000767,晋控电力,9.043953614566812e-5
000985,000768,中航西飞,7.838093132624571e-4
000985,000776,广发证券,0.0012661535060393538
000985,000777,中核科技,1.2058604819422417e-4
000985,000778,新兴铸管,1.8087907229133625e-4
000985,000779,甘咨询,5.0244186747593404e-5
000985,000782,恒申新材,6.029302409711208e-5
000985,000783,长江证券,5.526860542235275e-4
000985,000785,居然智家,1.507325602427802e-4
000985,000786,北新建材,5.3258837952449e-4
000985,000788,北大医药,5.0244186747593404e-5
000985,000789,万年青,6.029302409711208e-5
000985,000790,华神科技,5.0244186747593404e-5
000985,000791,甘肃能源,8.039069879614945e-5
000985,000792,盐湖股份,0.0014671302530297272
000985,000795,英洛华,1.607813975922989e-4
000985,000796,凯撒旅业,1.3063488554374282e-4
000985,000797,中国武夷,4.0195349398074726e-5
000985,000798,中水渔业,3.014651204855604e-5
000985,000799,酒鬼酒,3.014651204855604e-4
000985,000800,一汽解放,1.4068372289326154e-4
000985,000801,四川九洲,2.110255843398923e-4
000985,000802,北京文化,5.0244186747593404e-5
000985,000803,山高环能,4.0195349398074726e-5
000985,000807,云铝股份,7.938581506119757e-4
000985,000810,创维数字,1.4068372289326154e-4
000985,000811,冰轮环境,1.8087907229133625e-4
000985,000812,陕西金叶,7.034186144663077e-5
000985,000813,德展健康,8.039069879614945e-5
000985,000815,美利云,1.4068372289326154e-4
000985,000816,智慧农业,7.034186144663077e-5
000985,000818,航锦科技,2.6126977108748565e-4
000985,000819,岳阳兴长,8.039069879614945e-5
000985,000821,京山轻机,1.2058604819422417e-4
000985,000822,山东海化,6.029302409711208e-5
000985,000823,超声电子,1.1053721084470548e-4
000985,000825,太钢不锈,1.8087907229133625e-4
000985,000826,启迪环境,5.0244186747593404e-5
000985,000828,东莞控股,9.043953614566812e-5
000985,000829,天音控股,1.708302349418176e-4
000985,000830,鲁西化工,3.215627951845978e-4
000985,000831,中国稀土,8.441023373595692e-4
000985,000833,粤桂股份,1.0048837349518681e-4
000985,000837,秦川机床,1.507325602427802e-4
000985,000838,财信发展,4.0195349398074726e-5
000985,000839,国安股份,1.607813975922989e-4
000985,000848,承德露露,1.1053721084470548e-4
000985,000850,华茂股份,5.0244186747593404e-5
000985,000852,石化机械,6.029302409711208e-5
000985,000856,冀东装备,4.0195349398074726e-5
000985,000858,五 粮 液,0.004923930301264153
000985,000859,国风新材,1.0048837349518681e-4
000985,000860,顺鑫农业,1.708302349418176e-4
000985,000862,银星能源,6.029302409711208e-5
000985,000863,三湘印象,5.0244186747593404e-5
000985,000868,安凯客车,6.029302409711208e-5
000985,000869,张  裕A,6.029302409711208e-5
000985,000875,吉电股份,2.2107442168941096e-4
000985,000876,新 希 望,4.421488433788219e-4
000985,000877,天山股份,1.8087907229133625e-4
000985,000878,云南铜业,4.120023313302659e-4
000985,000880,潍柴重机,1.607813975922989e-4
000985,000881,中广核技,9.043953614566812e-5
000985,000882,华联股份,8.039069879614945e-5
000985,000883,湖北能源,1.8087907229133625e-4
000985,000885,城发环境,6.029302409711208e-5
000985,000886,海南高速,1.0048837349518681e-4
000985,000887,中鼎股份,3.617581445826725e-4
000985,000888,峨眉山A,1.0048837349518681e-4
000985,000890,法尔胜,2.0097674699037363e-5
000985,000892,欢瑞世纪,5.0244186747593404e-5
000985,000893,亚钾国际,3.718069819321912e-4
000985,000895,双汇发展,5.124907048254527e-4
000985,000897,津滨发展,6.029302409711208e-5
000985,000898,鞍钢股份,1.2058604819422417e-4
000985,000899,赣能股份,5.0244186747593404e-5
000985,000900,现代投资,8.039069879614945e-5
000985,000901,航天科技,2.2107442168941096e-4
000985,000902,新洋丰,1.8087907229133625e-4
000985,000905,厦门港务,6.029302409711208e-5
000985,000906,浙商中拓,5.0244186747593404e-5
000985,000910,大亚圣象,5.0244186747593404e-5
000985,000911,广农糖业,3.014651204855604e-5
000985,000912,泸天化,7.034186144663077e-5
000985,000913,钱江摩托,1.0048837349518681e-4
000985,000915,华特达因,1.2058604819422417e-4
000985,000917,电广传媒,2.2107442168941096e-4
000985,000919,金陵药业,5.0244186747593404e-5
000985,000920,沃顿科技,6.029302409711208e-5
000985,000921,海信家电,2.3112325903892967e-4
000985,000922,佳电股份,1.0048837349518681e-4
000985,000923,河钢资源,1.3063488554374282e-4
000985,000925,众合科技,1.1053721084470548e-4
000985,000926,福星股份,8.039069879614945e-5
000985,000927,中国铁物,1.3063488554374282e-4
000985,000928,中钢国际,1.1053721084470548e-4
000985,000930,中粮科技,1.1053721084470548e-4
000985,000931,中关村,5.0244186747593404e-5
000985,000932,华菱钢铁,4.8234419277689666e-4
000985,000933,神火股份,5.92881403621602e-4
000985,000935,四川双马,1.2058604819422417e-4
000985,000936,华西股份,9.043953614566812e-5
000985,000937,冀中能源,1.2058604819422417e-4
000985,000938,紫光股份,0.0010953232710975362
000985,000948,南天信息,1.1053721084470548e-4
000985,000949,新乡化纤,9.043953614566812e-5
000985,000950,重药控股,9.043953614566812e-5
000985,000951,中国重汽,2.110255843398923e-4
000985,000952,广济药业,4.0195349398074726e-5
000985,000953,河化股份,4.0195349398074726e-5
000985,000955,欣龙控股,4.0195349398074726e-5
000985,000957,中通客车,9.043953614566812e-5
000985,000958,电投产融,2.2107442168941096e-4
000985,000959,首钢股份,1.3063488554374282e-4
000985,000960,锡业股份,4.220511686797846e-4
000985,000962,东方钽业,1.3063488554374282e-4
000985,000963,华东医药,7.637116385634196e-4
000985,000965,天保基建,5.0244186747593404e-5
000985,000966,长源电力,9.043953614566812e-5
000985,000967,盈峰环境,1.708302349418176e-4
000985,000968,蓝焰控股,7.034186144663077e-5
000985,000969,安泰科技,2.110255843398923e-4
000985,000970,中科三环,3.014651204855604e-4
000985,000973,佛塑科技,1.0048837349518681e-4
000985,000975,山金国际,6.431255903691956e-4
000985,000977,浪潮信息,0.0013565930421850219
000985,000978,桂林旅游,4.0195349398074726e-5
000985,000980,众泰汽车,1.8087907229133625e-4
000985,000981,山子高科,2.6126977108748565e-4
000985,000983,山西焦煤,3.9190465663122855e-4
000985,000985,大庆华科,2.0097674699037363e-5
000985,000987,越秀资本,2.4117209638844833e-4
000985,000988,华工科技,0.0013465442048355032
000985,000990,诚志股份,9.043953614566812e-5
000985,000993,闽东电力,5.0244186747593404e-5
000985,000995,皇台酒业,4.0195349398074726e-5
000985,000997,新 大 陆,4.120023313302659e-4
000985,000998,隆平高科,2.0097674699037362e-4
000985,000999,华润三九,4.0195349398074724e-4
000985,001201,东瑞股份,4.0195349398074726e-5
000985,001202,炬申股份,2.0097674699037363e-5
000985,001203,大中矿业,1.1053721084470548e-4
000985,001205,盛航股份,5.0244186747593404e-5
000985,001206,依依股份,5.0244186747593404e-5
000985,001207,联科科技,5.0244186747593404e-5
000985,001208,华菱线缆,6.029302409711208e-5
000985,001209,洪兴股份,2.0097674699037363e-5
000985,001210,金房能源,2.0097674699037363e-5
000985,001211,双枪科技,2.0097674699037363e-5
000985,001212,中旗新材,1.0048837349518681e-4
000985,001213,中铁特货,7.034186144663077e-5
000985,001215,千味央厨,3.014651204855604e-5
000985,001216,华瓷股份,3.014651204855604e-5
000985,001217,华尔泰,3.014651204855604e-5
000985,001218,丽臣实业,3.014651204855604e-5
000985,001219,青岛食品,3.014651204855604e-5
000985,001222,源飞宠物,4.0195349398074726e-5
000985,001223,欧克科技,3.014651204855604e-5
000985,001225,和泰机电,1.0048837349518682e-5
000985,001226,拓山重工,2.0097674699037363e-5
000985,001227,兰州银行,1.909279096408549e-4
000985,001228,永泰运,3.014651204855604e-5
000985,001229,魅视科技,2.0097674699037363e-5
000985,001230,劲旅环境,3.014651204855604e-5
000985,001231,农心科技,2.0097674699037363e-5
000985,001234,泰慕士,1.0048837349518682e-5
000985,001236,弘业期货,6.029302409711208e-5
000985,001238,浙江正特,4.0195349398074726e-5
000985,001239,永达股份,3.014651204855604e-5
000985,001255,博菲电气,2.0097674699037363e-5
000985,001256,炜冈科技,2.0097674699037363e-5
000985,001258,立新能源,4.0195349398074726e-5
000985,001259,利仁科技,1.0048837349518682e-5
000985,001260,坤泰股份,1.0048837349518682e-5
000985,001266,宏英智能,2.0097674699037363e-5
000985,001267,汇绿生态,1.1053721084470548e-4
000985,001268,联合精密,2.0097674699037363e-5
000985,001269,欧晶科技,3.014651204855604e-5
000985,001277,速达股份,2.0097674699037363e-5
000985,001278,一彬科技,2.0097674699037363e-5
000985,001279,强邦新材,4.0195349398074726e-5
000985,001282,三联锻造,3.014651204855604e-5
000985,001283,豪鹏科技,1.0048837349518681e-4
000985,001286,陕西能源,1.3063488554374282e-4
000985,001287,中电港,1.3063488554374282e-4
000985,001288,运机集团,5.0244186747593404e-5
000985,001289,龙源电力,5.0244186747593404e-5
000985,001296,长江材料,3.014651204855604e-5
000985,001298,好上好,1.0048837349518681e-4
000985,001299,美能能源,2.0097674699037363e-5
000985,001300,三柏硕,2.0097674699037363e-5
000985,001301,尚太科技,1.8087907229133625e-4
000985,001306,夏厦精密,3.014651204855604e-5
000985,001308,康冠科技,4.0195349398074726e-5
000985,001309,德明利,2.110255843398923e-4
000985,001311,多利科技,4.0195349398074726e-5
000985,001313,粤海饲料,4.0195349398074726e-5
000985,001314,亿道信息,6.029302409711208e-5
000985,001316,润贝航科,2.0097674699037363e-5
000985,001317,三羊马,3.014651204855604e-5
000985,001318,阳光乳业,2.0097674699037363e-5
000985,001319,铭科精技,3.014651204855604e-5
000985,001322,箭牌家居,3.014651204855604e-5
000985,001323,慕思股份,5.0244186747593404e-5
000985,001324,长青科技,2.0097674699037363e-5
000985,001326,联域股份,2.0097674699037363e-5
000985,001328,登康口腔,4.0195349398074726e-5
000985,001330,博纳影业,1.0048837349518681e-4
000985,001331,胜通能源,2.0097674699037363e-5
000985,001332,锡装股份,2.0097674699037363e-5
000985,001333,光华股份,2.0097674699037363e-5
000985,001336,楚环科技,1.0048837349518682e-5
000985,001337,四川黄金,8.039069879614945e-5
000985,001338,永顺泰,6.029302409711208e-5
000985,001339,智微智能,9.043953614566812e-5
000985,001356,富岭股份,5.0244186747593404e-5
000985,001358,兴欣新材,2.0097674699037363e-5
000985,001359,平安电工,6.029302409711208e-5
000985,001360,南矿集团,2.0097674699037363e-5
000985,001366,播恩集团,2.0097674699037363e-5
000985,001367,海森药业,2.0097674699037363e-5
000985,001368,通达创智,2.0097674699037363e-5
000985,001373,翔腾新材,2.0097674699037363e-5
000985,001376,百通能源,5.0244186747593404e-5
000985,001378,德冠新材,3.014651204855604e-5
000985,001379,腾达科技,3.014651204855604e-5
000985,001380,华纬科技,4.0195349398074726e-5
000985,001387,雪祺电气,2.0097674699037363e-5
000985,001389,广合科技,6.029302409711208e-5
000985,001391,国货航,1.1053721084470548e-4
000985,001395,亚联机械,3.014651204855604e-5
000985,001696,宗申动力,3.416604698836352e-4
000985,001872,招商港口,9.043953614566812e-5
000985,001896,豫能控股,7.034186144663077e-5
000985,001914,招商积余,1.0048837349518681e-4
000985,001965,招商公路,4.120023313302659e-4
000985,001979,招商蛇口,6.531744277187143e-4
000985,002001,新和成,7.536628012139011e-4
000985,002003,伟星股份,1.507325602427802e-4
000985,002004,华邦健康,1.507325602427802e-4
000985,002006,精工科技,1.3063488554374282e-4
000985,002007,华兰生物,3.718069819321912e-4
000985,002008,大族激光,6.129790783206395e-4
000985,002009,天奇股份,1.1053721084470548e-4
000985,002010,传化智联,1.708302349418176e-4
000985,002011,盾安环境,1.607813975922989e-4
000985,002012,凯恩股份,4.0195349398074726e-5
000985,002014,永新股份,5.0244186747593404e-5
000985,002015,协鑫能科,2.4117209638844833e-4
000985,002016,世荣兆业,3.014651204855604e-5
000985,002017,东信和平,1.909279096408549e-4
000985,002019,亿帆医药,2.2107442168941096e-4
000985,002020,京新药业,2.2107442168941096e-4
000985,002021,中捷资源,6.029302409711208e-5
000985,002022,科华生物,7.034186144663077e-5
000985,002023,海特高新,1.4068372289326154e-4
000985,002025,航天电器,2.9141628313604176e-4
000985,002026,山东威达,8.039069879614945e-5
000985,002027,分众传媒,0.0016480093253210637
000985,002028,思源电气,0.00106517675904898
000985,002029,七匹狼,6.029302409711208e-5
000985,002030,达安基因,1.3063488554374282e-4
000985,002031,巨轮智能,3.5170930723315387e-4
000985,002032,苏泊尔,1.607813975922989e-4
000985,002033,丽江股份,6.029302409711208e-5
000985,002034,旺能环境,7.034186144663077e-5
000985,002035,华帝股份,9.043953614566812e-5
000985,002036,联创电子,2.4117209638844833e-4
000985,002037,保利联合,6.029302409711208e-5
000985,002038,双鹭药业,1.1053721084470548e-4
000985,002039,黔源电力,9.043953614566812e-5
000985,002040,南京港,4.0195349398074726e-5
000985,002041,登海种业,7.034186144663077e-5
000985,002042,华孚时尚,1.1053721084470548e-4
000985,002043,兔宝宝,1.0048837349518681e-4
000985,002044,美年健康,3.5170930723315387e-4
000985,002045,国光电器,1.507325602427802e-4
000985,002046,国机精工,1.708302349418176e-4
000985,002048,宁波华翔,2.6126977108748565e-4
000985,002049,紫光国微,0.0010852744337480175
000985,002050,三花智控,0.0013967883915830968
000985,002051,中工国际,8.039069879614945e-5
000985,002053,云南能投,8.039069879614945e-5
000985,002054,德美化工,4.0195349398074726e-5
000985,002055,得润电子,1.0048837349518681e-4
000985,002056,横店东磁,3.014651204855604e-4
000985,002057,中钢天源,1.2058604819422417e-4
000985,002059,云南旅游,5.0244186747593404e-5
000985,002060,广东建工,8.039069879614945e-5
000985,002061,浙江交科,1.1053721084470548e-4
000985,002062,宏润建设,9.043953614566812e-5
000985,002063,远光软件,1.708302349418176e-4
000985,002064,华峰化学,3.115139578350791e-4
000985,002065,东华软件,4.923930301264153e-4
000985,002066,瑞泰科技,4.0195349398074726e-5
000985,002067,景兴纸业,1.0048837349518681e-4
000985,002068,黑猫股份,1.0048837349518681e-4
000985,002069,獐子岛,4.0195349398074726e-5
000985,002072,凯瑞德,3.014651204855604e-5
000985,002073,软控股份,1.708302349418176e-4
000985,002074,国轩高科,7.737604759129384e-4
000985,002075,沙钢股份,2.2107442168941096e-4
000985,002077,大港股份,1.1053721084470548e-4
000985,002078,太阳纸业,5.02441867475934e-4
000985,002079,苏州固锝,1.3063488554374282e-4
000985,002080,中材科技,4.72295355427378e-4
000985,002081,金螳螂,1.1053721084470548e-4
000985,002082,万邦德,6.029302409711208e-5
000985,002083,孚日股份,6.029302409711208e-5
000985,002084,海鸥住工,3.014651204855604e-5
000985,002085,万丰奥威,5.526860542235275e-4
000985,002086,东方海洋,7.034186144663077e-5
000985,002088,鲁阳节能,5.0244186747593404e-5
000985,002090,金智科技,6.029302409711208e-5
000985,002091,江苏国泰,1.507325602427802e-4
000985,002093,国脉科技,1.3063488554374282e-4
000985,002094,青岛金王,9.043953614566812e-5
000985,002095,生意宝,5.0244186747593404e-5
000985,002096,易普力,1.3063488554374282e-4
000985,002097,山河智能,2.3112325903892967e-4
000985,002098,浔兴股份,3.014651204855604e-5
000985,002099,海翔药业,1.3063488554374282e-4
000985,002100,天康生物,1.4068372289326154e-4
000985,002101,广东鸿图,8.039069879614945e-5
000985,002102,能特科技,1.4068372289326154e-4
000985,002103,广博股份,6.029302409711208e-5
000985,002104,恒宝股份,2.9141628313604176e-4
000985,002105,信隆健康,3.014651204855604e-5
000985,002106,莱宝高科,1.3063488554374282e-4
000985,002107,沃华医药,4.0195349398074726e-5
000985,002108,沧州明珠,1.0048837349518681e-4
000985,002109,兴化股份,5.0244186747593404e-5
000985,002110,三钢闽光,1.1053721084470548e-4
000985,002111,威海广泰,7.034186144663077e-5
000985,002112,三变科技,6.029302409711208e-5
000985,002114,罗平锌电,4.0195349398074726e-5
000985,002115,三维通信,1.708302349418176e-4
000985,002116,中国海诚,6.029302409711208e-5
000985,002117,东港股份,9.043953614566812e-5
000985,002119,康强电子,9.043953614566812e-5
000985,002120,韵达股份,2.3112325903892967e-4
000985,002121,科陆电子,1.507325602427802e-4
000985,002122,汇洲智能,1.1053721084470548e-4
000985,002123,梦网科技,2.3112325903892967e-4
000985,002125,湘潭电化,1.0048837349518681e-4
000985,002126,银轮股份,6.431255903691956e-4
000985,002127,南极电商,1.2058604819422417e-4
000985,002128,电投能源,4.521976807283406e-4
000985,002129,TCL中环,5.3258837952449e-4
000985,002130,沃尔核材,5.225395421749713e-4
000985,002131,利欧股份,6.93369777116789e-4
000985,002132,恒星科技,8.039069879614945e-5
000985,002133,广宇集团,4.0195349398074726e-5
000985,002134,天津普林,8.039069879614945e-5
000985,002135,东南网架,6.029302409711208e-5
